what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1411694499981
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1411694499981
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1411694499981
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1411694499981
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1411694499981
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1411694499981
os,sysinfo,,,"win32",1411694499996
arch,sysinfo,,,"x86",1411694499996
ws,sysinfo,,,"win32",1411694499996
locale,sysinfo,,,"zh_CN",1411694499996
processors,sysinfo,,,"4",1411694499996
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1411694499996
java.runtime.version,sysinfo,,,"1.7.0_25-b17",1411694499996
java.specification.name,sysinfo,,,"Java Platform API Specification",1411694499996
java.specification.vendor,sysinfo,,,"Oracle Corporation",1411694499996
java.specification.version,sysinfo,,,"1.7",1411694499996
java.vendor,sysinfo,,,"Oracle Corporation",1411694499996
java.version,sysinfo,,,"1.7.0_25",1411694499996
java.vm.info,sysinfo,,,"mixed mode",1411694499996
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1411694499996
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1411694499996
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1411694499996
java.vm.specification.version,sysinfo,,,"1.7",1411694499996
java.vm.vendor,sysinfo,,,"Oracle Corporation",1411694499996
java.vm.version,sysinfo,,,"23.25-b01",1411694499996
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1411694500121
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1411694502898
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1411694503179
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1411694503194
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411694507250
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1411694527546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411694531961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1411694531976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411694533334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411694599234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411694602541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411694605660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411694608249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411694943443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1411694943459
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1411694947250
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1411694947250
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1411694948841
