what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1432711136108
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1432711136108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432711137216
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432711139260
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1432711139275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1432711139275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432711140913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432711145205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432711146422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432711153192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1432711153208
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432711166281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1432711170243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1432711175563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432711194532
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1432711194626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432711197340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432711200367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1432711201459
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1432711202613
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1432711202644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1432711229086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432711230896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432711236013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1432711236028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432711240365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1432711245685
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1432711245716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1432711245716
